,type_,address,area,metro_station,metro_line,date,update_date,floor,full_floor,price
256,3-комн.кв.,"Кантемировская ул, 20к1",73.0,"Кантемировская,Царицыно,Каширская",Ветка не указана,Размещено 15 декабря 2021,30 марта,17,17,16499000
749,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:20",3,13,10398339
777,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",39.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:26",8,15,8479712
1165,2-комн.кв.,", 5",53.0,Станция не указана,Ветка не указана,Размещено 4 февраля,30 марта,7,12,10349683
704,1-комн.кв.,", 3",37.0,Станция не указана,Ветка не указана,Размещено 15 марта,"сегодня, 00:26",5,17,7797027
970,1-комн.кв.,"Радужная ул, 4",35.0,Станция не указана,Ветка не указана,Размещено 22 февраля,"сегодня, 00:39",12,12,6745055
37,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",33.0,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",5,13,10204432
1605,2-комн.кв.,"Недорубова ул, 32",66.0,Некрасовка м.,purpledark,Размещено 03 декабря 2021,"сегодня, 00:14",15,17,15246490
216,2-комн.кв.,"Ротерта ул, 10 2",5.0,ВДНХ м.,orange,Размещено 18 февраля,26 марта,5,16,11900000
1292,1-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",37.0,Бунинская аллея м.,cyan,Размещено 4 января,"сегодня, 00:33",10,11,8677394
1482,2-комн.кв.,", 3",4.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,"сегодня, 00:32",15,17,6375908
1139,3-комн.кв.,", 1к1",71.0,Станция не указана,Ветка не указана,Размещено 8 февраля,"сегодня, 00:38",3,28,14296843
1246,2-комн.кв.,", 7",38.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:39",7,17,8252901
458,1-комн.кв.,"Берёзовая аллея, 9",41.0,Отрадное м.,gray,Размещено 15 декабря 2021,24 марта,10,12,10500000
1421,3-комн.кв.,", 15",6.0,Станция не указана,Ветка не указана,Размещено 11 декабря 2021,"сегодня, 00:30",16,19,13973290
740,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",54.0,Бунинская аллея м.,cyan,Размещено 12 марта,"сегодня, 00:21",5,12,15179842
1537,3-комн.кв.,", 1",60.0,Станция не указана,Ветка не указана,Размещено 24 ноября 2021,"сегодня, 00:23",10,17,9311461
516,2-комн.кв.,", 1к1",58.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:41",5,28,11152473
491,2-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",47.0,Бунинская аллея м.,cyan,"сегодня, 00:03","сегодня, 00:03",7,16,10683604
8,2-комн.кв.,"Южнобутовская ул, 44",58.0,Ул.Горчакова м.,cyan,Размещено 22 марта,26 марта,7,8,14500000
1092,1-комн.кв.,", 1к1",38.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",3,28,9030464
1536,3-комн.кв.,"Камова ул, д.7к1",67.0,Станция не указана,Ветка не указана,Размещено 28 октября 2021,"сегодня, 00:20",7,17,8121003
1168,2-комн.кв.,", 3",47.0,Станция не указана,Ветка не указана,Размещено 3 марта,"сегодня, 00:20",13,17,9592866
922,1-комн.кв.,"Радужная ул, 4",33.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:41",10,12,6505826
1119,2-комн.кв.,", 1к1",59.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:38",27,28,12032003
684,1-комн.кв.,"Недорубова ул, 32",36.0,Некрасовка м.,purpledark,Размещено 18 марта,"сегодня, 00:25",14,23,10453716
1595,1-комн.кв.,", 1к1",6.0,Станция не указана,Ветка не указана,Размещено 16 ноября 2021,"сегодня, 00:13",12,31,7382576
287,2-комн.кв.,"Лухмановская ул, 15к4",61.0,Улица Дмитриевского м.,purpledark,Размещено 27 марта,"сегодня, 10:39",14,14,14990000
87,1-комн.кв.,"Горбунова ул, 10к2",38.0,Молодежная м.,blue,Размещено 8 марта,29 марта,9,12,11000000
1627,1-комн.кв.,", 1к1",6.0,Станция не указана,Ветка не указана,Размещено 05 октября 2021,"сегодня, 00:14",21,31,7334997
507,2-комн.кв.,", 3",55.0,Станция не указана,Ветка не указана,"сегодня, 00:03","сегодня, 00:03",4,17,8239532
642,2-комн.кв.,"Маресьева ул, 6к2",6.0,Некрасовка м.,purpledark,Размещено 22 марта,"сегодня, 00:14",3,15,16372295
631,1-комн.кв.,", 1",33.0,Станция не указана,Ветка не указана,Размещено 22 марта,"сегодня, 00:12",15,17,8139156
1137,1-комн.кв.,"Камова ул, д.7к1",37.0,Станция не указана,Ветка не указана,Размещено 9 февраля,"сегодня, 00:22",9,17,7519428
353,2-комн.кв.,"Симферопольский б-р, 24к1",60.0,Чертановская м.,gray,Размещено 11 марта,30 марта,17,17,21000000
60,2-комн.кв.,"Дмитровское ш, 96к5",60.0,Селигерская м.,lightgreen,Размещено 24 марта,26 марта,14,14,16500000
601,1-комн.кв.,", 1",33.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:09",17,17,8045205
1515,1-комн.кв.,", 1к1",6.0,Станция не указана,Ветка не указана,Размещено 30 октября 2021,"сегодня, 00:18",22,31,7437903
1569,1-комн.кв.,"Камова ул, д.7к1",33.0,Станция не указана,Ветка не указана,Размещено 19 ноября 2021,"сегодня, 00:11",10,17,4855965
47,2-комн.кв.,"Ереванская ул, 4к1",46.0,Кантемировская м.,green,Размещено 12 марта,"сегодня, 10:39",2,5,14800000
756,2-комн.кв.,", 3",57.0,Станция не указана,Ветка не указана,Размещено 15 марта,"сегодня, 00:39",3,17,11538616
1255,3-комн.кв.,", 3",59.0,Станция не указана,Ветка не указана,Размещено 14 января,"сегодня, 00:34",6,17,8795358
165,1-комн.кв.,"Веерная ул, 1к7",40.0,Аминьевское шоссе,Ветка не указана,Размещено 20 марта,"сегодня, 10:38",9,23,12700000
575,2-комн.кв.,"Радужная ул, 4",54.0,Станция не указана,Ветка не указана,Размещено 26 марта,"сегодня, 00:22",6,12,7287204
1480,2-комн.кв.,", 3",41.0,Станция не указана,Ветка не указана,Размещено 21 декабря 2021,30 марта,10,17,6454107
39,1-комн.кв.,"Адмирала Лазарева ул, 47",34.0,Бунинская аллея м.,cyan,Размещено 3 марта,"сегодня, 10:39",13,16,9350000
1547,1-комн.кв.,"Камова ул, д.7к1",38.0,Станция не указана,Ветка не указана,Размещено 28 октября 2021,"сегодня, 00:17",16,17,7620417
84,2-комн.кв.,"Шатурская ул, 49 1",4.0,Окская м.,purpledark,Размещено 22 марта,26 марта,3,5,12000000
157,1-комн.кв.,"Перекопская ул, 5",35.0,Зюзино м.,turquoise,Размещено 24 марта,"сегодня, 10:39",5,12,13950000
793,3-комн.кв.,"Рязановское (п Рязановское) ш, 31к2",54.0,Бунинская аллея м.,cyan,Размещено 5 марта,"сегодня, 00:12",8,11,11314549
237,1-комн.кв.,"Кронштадтский б-р, 24к2",35.0,Коптево м.,Ветка не указана,Размещено 21 января,"сегодня, 10:39",2,16,11000000
1250,1-комн.кв.,", 1",35.0,Станция не указана,Ветка не указана,Размещено 26 февраля,"сегодня, 00:30",6,17,5899985
